Date,County,Active Dem,Active Rep,Active Uaf,Total Active,Inactive Dem,Inactive Rep,Inactive Uaf,Total Inactive,Grand Total,Year,Month,Label,Active Dem_change,Active Rep_change,Active Uaf_change,Total Active_change,Inactive Dem_change,Inactive Rep_change,Inactive Uaf_change,Total Inactive_change,Grand Total_change
2013-01-28,Larimer,51959,63999,69065,185023,8659,9921,21895,40475,225498,2013,jan,DEM,0.003146961155301664,0.003197742769809553,0.008940440886447742,0.005319380148225417,-0.3445117335352006,-0.3296168660044597,-0.2620989485036398,-0.29829579930999806,-0.06713000310269934
2013-01-28,Ouray,931,1317,1059,3307,173,294,393,860,4167,2013,jan,DEM,0.008667388949079147,0.0030464584920031346,0.01242829827915859,0.007617306520414369,-0.11282051282051286,-0.10909090909090913,-0.086046511627907,-0.09947643979057597,-0.01652112343639367
2013-01-28,La Plata,9880,9887,10470,30237,2764,2843,5033,10640,40877,2013,jan,DEM,0.0038610038610038533,0.003247082699137538,0.010422698320787571,0.005921687348215077,-0.10172245693857651,-0.06541748849441154,-0.0938062657544112,-0.08849481709928897,-0.020487875011981238
2013-01-28,Mineral,313,254,109,676,70,54,35,159,835,2013,jan,Swing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,Lake,1556,651,899,3106,624,308,889,1821,4927,2013,jan,DEM,-0.0012836970474967568,0.0,0.0,-0.0006435006435006052,-0.0031948881789137795,0.0,-0.006703910614525133,-0.004373974849644635,-0.0020255215718046893
2013-01-28,Routt,4192,4214,5310,13716,1123,1128,2309,4560,18276,2013,jan,DEM,0.004071856287425124,0.003094501309212072,0.007398975526465623,0.005056056276104615,-0.18148688046647232,-0.16814159292035402,-0.12802114803625375,-0.1517857142857143,-0.03926825421857749
2013-01-28,Pitkin,3900,1926,4493,10319,1343,883,2428,4654,14973,2013,jan,DEM,0.005154639175257714,0.004171011470281538,0.019977298524403997,0.011369205135744354,-0.011045655375552244,-0.00450958286358516,-0.010594947025264867,-0.009576505639497745,0.004764461146154808
2013-01-28,Prowers,1241,2399,1407,5047,396,567,847,1810,6857,2013,jan,REP,0.01721311475409837,0.001670146137787043,0.015151515151515138,0.009198160367926311,-0.25141776937618143,-0.2831858407079646,-0.1925643469971401,-0.23596454200084427,-0.06960651289009501
2013-01-28,Pueblo,37957,20832,20828,79617,10973,5743,13341,30057,109674,2013,jan,DEM,0.004498901738693162,0.0032748988634174747,0.01535611563398831,0.006994333704340772,-0.15579319895368515,-0.1766308243727599,-0.16571821649677942,-0.16424758091424763,-0.04654518899746152
2013-01-28,Rio Blanco,354,2446,652,3452,96,413,442,951,4403,2013,jan,REP,-0.005617977528089901,0.003281378178835004,0.010852713178294504,0.003780168653678473,-0.323943661971831,-0.27031802120141346,-0.2742200328407225,-0.2779043280182233,-0.07422203532380156
2013-01-28,Rio Grande,1886,2609,1250,5745,570,625,784,1979,7724,2013,jan,Swing,0.004794885455514208,-0.0003831417624521327,0.00725221595487513,0.002967877094972149,-0.11076443057722307,-0.1221910112359551,-0.12304250559284113,-0.1192701379617267,-0.03147335423197495
2013-01-28,Saguache,1523,670,859,3052,408,219,501,1128,4180,2013,jan,DEM,-0.0006561679790025865,-0.0014903129657227732,0.02628434886499398,0.006596306068601621,-0.15352697095435686,-0.14785992217898836,-0.09074410163339386,-0.12558139534883717,-0.03285515964831098
2013-01-28,San Juan,154,115,258,527,32,30,73,135,662,2013,jan,DEM,0.0,0.0,-0.0038610038610038533,-0.0018939393939394478,0.0,0.0,-0.013513513513513487,-0.007352941176470562,-0.003012048192771122
2013-01-28,San Miguel,2020,801,1590,4411,690,336,1053,2079,6490,2013,jan,DEM,0.002481389578163684,0.0012499999999999734,0.004421983575489508,0.0029558890404728366,-0.03631284916201116,-0.014662756598240456,-0.045330915684496875,-0.03749999999999998,-0.010369014943580335
2013-01-28,Sedgwick,247,835,308,1390,37,96,102,235,1625,2013,jan,REP,0.016460905349794164,0.0036057692307691624,0.019867549668874274,0.009440813362382006,-0.28846153846153844,-0.2727272727272727,-0.18400000000000005,-0.23948220064724923,-0.036180308422301355
2013-01-28,Summit,4781,3990,7191,15962,2254,2040,5409,9703,25665,2013,jan,DEM,0.014212982605006363,0.011150532184490691,0.020723917672107905,0.0163642152180834,-0.008358996920369566,-0.016393442622950838,-0.011874314943368658,-0.012015069748498086,0.005445428190864243
2013-01-28,Teller,2430,7098,4197,13725,564,1236,1617,3417,17142,2013,jan,REP,0.0012360939431397266,0.00042283298097256505,0.005028735632183867,0.001971090670170872,-0.5108412836079792,-0.49302707136997537,-0.4050772626931567,-0.4583927722301474,-0.14319988004198525
2013-01-28,Washington,291,1922,459,2672,86,321,230,637,3309,2013,jan,REP,0.021052631578947434,0.005756148613291545,0.024553571428571397,0.010590015128593144,-0.06521739130434778,-0.044642857142857095,-0.029535864978902926,-0.04210526315789476,0.0
2013-01-28,Kit Carson,620,2274,924,3818,183,475,552,1210,5028,2013,jan,REP,-0.0016103059581320522,-0.0004395604395603936,0.0010834236186347823,-0.00026184865147949044,-0.02659574468085102,-0.018595041322314043,-0.001808318264014508,-0.01224489795918371,-0.003172085646312439
2013-01-28,Weld,30192,48432,41503,120127,9297,11148,21698,42143,162270,2013,jan,Swing,0.009023460998596411,0.005439069960556431,0.0017620082066136522,0.005061829621324954,-0.045482546201232044,-0.051072522982635316,-0.040038932885015255,-0.04418135220339747,-0.008208394198505053
2013-01-28,Phillips,407,1369,533,2309,162,357,321,840,3149,2013,jan,REP,0.0024630541871921707,0.002196193265007418,0.015238095238095273,0.005224205485415689,-0.018181818181818188,-0.011080332409972304,-0.006191950464396245,-0.010600706713780883,0.0009535918626828455
2013-01-28,Kiowa,173,489,185,847,37,99,91,227,1074,2013,jan,REP,0.005813953488372103,-0.0020408163265306367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-28,Park,2121,4182,3447,9750,643,1051,1574,3268,13018,2013,jan,Swing,0.004737091425864426,0.0038406144983196278,0.008779631255487308,0.005776769135547699,-0.05718475073313778,-0.04714415231187674,-0.03494788473329247,-0.04332552693208436,-0.007017543859649145
2013-01-28,Jackson,115,646,104,865,27,134,73,234,1099,2013,jan,REP,0.0,-0.0015455950540957941,0.05050505050505061,0.004645760743321681,-0.45999999999999996,-0.4096916299559471,-0.3482142857142857,-0.3984575835475579,-0.12080000000000002
2013-01-28,Jefferson,100622,108799,110210,319631,25861,26205,44936,97002,416633,2013,jan,DEM,0.003450476684351278,0.0027465184652675223,0.011026713635696517,0.0058089588872980435,-0.009612438725490224,-0.011318619128466323,-0.009434794109866806,-0.009991733091109456,0.002085307600910191
2013-01-28,Adams,69346,49736,62678,181760,22471,14390,33836,70697,252457,2013,jan,DEM,0.0006926606828479009,0.0007847556190514471,0.0021745387099869617,0.0012283997201671948,-0.08939498318272077,-0.10576684066616948,-0.09986698590050547,-0.0977807271659924,-0.028622987656601095
2013-01-28,Alamosa,2919,2228,1840,6987,721,481,949,2151,9138,2013,jan,DEM,0.00034270047978068874,0.00586907449209928,0.012658227848101333,0.005323741007194238,-0.2986381322957199,-0.3679369250985546,-0.3152958152958153,-0.3225196850393701,-0.0974814814814815
2013-01-28,Arapahoe,103150,98171,92402,293723,28094,19597,41499,89190,382913,2013,jan,DEM,0.00866385042634743,0.0033010383451883563,0.01435879421257158,0.008643365864714259,-0.051775347644120395,-0.06333046553866739,-0.042500173046307155,-0.05006869668019298,-0.005671298400143354
2013-01-28,Archuleta,1634,3495,1873,7002,730,1345,1149,3224,10226,2013,jan,Swing,0.00864197530864197,0.009532062391681029,0.014076881429344823,0.010535430798094936,-0.016172506738544423,-0.029581529581529598,-0.017948717948717996,-0.022437841115827806,-9.778038525476429e-05
2013-01-28,Baca,666,1109,387,2162,186,304,309,799,2961,2013,jan,REP,0.0060422960725075026,0.0072661217075387086,0.01308900523560208,0.007925407925407857,-0.015873015873015928,-0.022508038585209,0.0,-0.012360939431396822,0.0023696682464455776
2013-01-28,Bent,755,778,478,2011,262,181,353,796,2807,2013,jan,Swing,-0.005270092226614009,-0.0063856960408684715,0.012711864406779627,-0.001489572989076482,-0.007575757575757569,-0.005494505494505475,-0.0028248587570621764,-0.0050000000000000044,-0.0024875621890547706
2013-01-28,Boulder,80050,36263,67111,183424,19036,10139,29964,59139,242563,2013,jan,DEM,0.0016892948758056026,0.0008279744983854531,0.007612155426100609,0.003677114340745913,-0.1390321121664405,-0.10155073105892776,-0.10255181502336164,-0.11446026683437405,-0.02793996834111445
2013-01-28,Broomfield,10192,11391,12143,33726,1915,1949,3802,7666,41392,2013,jan,DEM,0.004731861198738141,0.004497354497354555,0.00863859124512012,0.006055543954896603,-0.20341098169717142,-0.19794238683127574,-0.15604883462819086,-0.17914123567833817,-0.03429611310718117
2013-01-28,Chaffee,2990,4225,3493,10708,525,703,1203,2431,13139,2013,jan,Swing,-0.0016694490818029983,0.00023674242424243097,0.0014334862385321223,9.339684318665498e-05,-0.14355628058727565,-0.16109785202863958,-0.17489711934156382,-0.16431763492609142,-0.035032314923619245
2013-01-28,Cheyenne,151,762,228,1141,45,121,107,273,1414,2013,jan,REP,0.027210884353741527,0.006605019815059343,0.05069124423963123,0.017841213202497874,-0.16666666666666663,-0.22435897435897434,-0.13709677419354838,-0.1826347305389222,-0.028178694158075612
2013-01-28,Clear Creek,1916,1836,2085,5837,457,496,957,1910,7747,2013,jan,DEM,0.0020920502092049986,0.002730748225013624,0.009685230024213176,0.0049931129476583624,-0.15055762081784385,-0.10469314079422387,-0.10560747663551406,-0.11655874190564297,-0.027979924717691396
2013-01-28,Conejos,2183,1597,458,4238,636,356,338,1330,5568,2013,jan,DEM,0.00045829514207151867,0.0006265664160400863,0.008810572687224738,0.0014177693761814325,-0.0031347962382445305,-0.005586592178770999,-0.014577259475218707,-0.006721433905899965,-0.000538502961766274
2013-01-28,Costilla,1398,272,270,1940,421,136,230,787,2727,2013,jan,DEM,0.008658008658008587,0.022556390977443552,0.06719367588932812,0.018372703412073532,-0.04318181818181821,-0.04225352112676062,-0.021276595744680882,-0.0367197062423501,0.0018368846436442876
2013-01-28,Crowley,401,849,295,1545,130,141,193,464,2009,2013,jan,REP,0.0,0.001179245283018826,0.01724137931034475,0.003898635477582957,-0.26136363636363635,-0.3705357142857143,-0.3107142857142857,-0.3176470588235294,-0.09463722397476337
2013-01-28,Yuma,809,2664,1282,4755,252,625,690,1567,6322,2013,jan,REP,0.003722084367245637,0.0015037593984963404,0.003915426781519127,0.0025300442757747454,-0.0117647058823529,-0.014195583596214534,-0.007194244604316502,-0.010732323232323204,-0.0007902639481587315
2013-01-28,Delta,3218,8361,4769,16348,874,1625,2009,4508,20856,2013,jan,REP,0.004683109584764367,0.0,0.008885127988153219,0.0034988644036584304,-0.05206073752711493,-0.04355503237198355,-0.03180722891566268,-0.04003407155025551,-0.006241959308143086
2013-01-28,Custer,456,1710,633,2799,125,324,265,714,3513,2013,jan,REP,0.008849557522123908,0.0005851375073142595,0.024271844660194164,0.007196833393307012,-0.015748031496062964,-0.02409638554216864,-0.0074906367041198685,-0.016528925619834656,0.002282453637660442
2013-01-28,Huerfano,1897,1000,900,3797,516,302,462,1280,5077,2013,jan,DEM,-0.0010531858873090716,0.008064516129032251,0.02156640181611813,0.006627783669141074,-0.011494252873563204,-0.00983606557377048,0.0,-0.006982156710628407,0.0031614305473226523
2013-01-28,Hinsdale,95,397,134,626,15,49,18,82,708,2013,jan,Swing,0.0,0.0,0.007518796992481258,0.0016000000000000458,-0.25,-0.28985507246376807,-0.3793103448275862,-0.30508474576271183,-0.0471063257065949
2013-01-28,Gunnison,2769,2500,3729,8998,532,553,1520,2605,11603,2013,jan,DEM,0.0061773255813952765,0.006846556584776398,0.013590649633052454,0.009423378954453776,-0.4966887417218543,-0.47283126787416585,-0.3846153846153846,-0.4307255244755245,-0.13988139362490737
2013-01-28,Grand,1988,3802,2639,8429,777,1103,1762,3642,12071,2013,jan,Swing,0.004547751389590626,0.00026308866087876304,0.010336906584992311,0.00440896091515719,-0.034782608695652195,-0.040034812880765935,-0.026519337016574607,-0.03241232731137089,-0.006992431720960868
2013-01-28,Garfield,6467,9023,9721,25211,1246,1635,4070,6951,32162,2013,jan,Swing,0.003102218085931474,0.0037824007119813263,0.00955447086924921,0.0058248553760222865,-0.4055343511450382,-0.38371654730493776,-0.28746498599439774,-0.33553197591052486,-0.09469121207003317
2013-01-28,Gilpin,1158,948,1371,3477,396,335,746,1477,4954,2013,jan,DEM,0.012237762237762295,0.01716738197424883,0.03005259203606303,0.020545934840035196,-0.09382151029748287,-0.1114058355437666,-0.13356562137049943,-0.11820895522388064,-0.025186934277843354
2013-01-28,Elbert,2041,8300,4185,14526,470,1391,1524,3385,17911,2013,jan,REP,0.003935071323167838,0.0050859772341971254,0.00965018094089265,0.006234413965087171,-0.26677067082683303,-0.27210884353741494,-0.19915922228060956,-0.24017957351290686,-0.05187655497326771
2013-01-28,El Paso,67235,139545,94754,301534,22874,31285,50251,104410,405944,2013,jan,Swing,0.006934044210147983,0.0033001164746990774,0.009062543262728484,0.005914712053936233,-0.16891327253569743,-0.14273579218501675,-0.15771035869929606,-0.1557848266047851,-0.04131419475814646
2013-01-28,Eagle,6930,6821,9792,23543,1993,1866,4834,8693,32236,2013,jan,DEM,0.0024591349631128967,0.003088235294117725,0.005029251770501952,0.003709072305593475,-0.19213619781110658,-0.18444055944055948,-0.11351549605721623,-0.14841300940438873,-0.0424192015209125
2013-01-28,Douglas,35103,83607,52785,171495,7538,15449,17600,40587,212082,2013,jan,Swing,0.007606636431482849,0.005592841163311046,0.016758162380814845,0.009417581447364487,-0.10112091581206772,-0.09469674772927039,-0.060280847882962285,-0.08132639203259395,-0.009309821324302248
2013-01-28,Dolores,375,574,330,1279,80,127,186,393,1672,2013,jan,REP,0.002673796791443861,0.008787346221441172,0.0185185185185186,0.009471191791633693,-0.024390243902439046,-0.037878787878787845,-0.010638297872340385,-0.02238805970149249,0.0017974835230676334
2013-01-28,Denver,162292,52666,103822,318780,50178,21585,60938,132701,451481,2013,jan,DEM,0.005688648729039292,0.007248455639069062,0.013352333730259458,0.008430476250731456,-0.25404730402723474,-0.19809042612475392,-0.18119398573021783,-0.21295675742999998,-0.06857745264295823
2013-01-28,Fremont,4779,10086,6247,21112,1264,2014,3143,6421,27533,2013,jan,REP,0.004624763506411611,0.0008931229532598284,0.021419228253760636,0.007732696897374769,-0.48281505728314233,-0.4856996935648621,-0.3868513460788139,-0.4409716176214522,-0.1511592058206931
2013-02-28,El Paso,67641,140269,96184,304094,22462,30415,49239,102116,406210,2013,feb,Swing,0.006038521603331626,0.00518829051560421,0.01509171116786634,0.008489921534553302,-0.01801171635918508,-0.027808854083426593,-0.020138902708403794,-0.021971075567474352,0.0006552627948681611
2013-02-28,Dolores,378,579,339,1296,75,124,179,378,1674,2013,feb,REP,0.008000000000000007,0.008710801393728262,0.027272727272727337,0.013291634089132032,-0.0625,-0.023622047244094446,-0.037634408602150504,-0.03816793893129766,0.0011961722488038617
2013-02-28,Douglas,35269,83989,53617,172875,7491,15338,17456,40285,213160,2013,feb,Swing,0.0047289405463919465,0.004568995419043764,0.015762053613715965,0.008046881833289499,-0.00623507561687453,-0.007184931063499267,-0.008181818181818179,-0.007440806169463077,0.005082939617695015
2013-02-28,Eagle,6932,6833,9840,23605,1983,1853,4810,8646,32251,2013,feb,DEM,0.000288600288600227,0.00175927283389532,0.004901960784313708,0.002633479165781827,-0.005017561465127995,-0.006966773847802754,-0.004964832436905264,-0.005406649027953514,0.00046531827770190937
2013-02-28,Elbert,2044,8330,4221,14595,464,1362,1492,3318,17913,2013,feb,REP,0.0014698677119058257,0.0036144578313253017,0.008602150537634357,0.004750103263114314,-0.012765957446808529,-0.02084831056793679,-0.02099737532808399,-0.019793205317577556,0.00011166322371725101
2013-02-28,Hinsdale,94,396,137,627,15,49,17,81,708,2013,feb,Swing,-0.010526315789473717,-0.0025188916876573986,0.02238805970149249,0.0015974440894568342,0.0,0.0,-0.05555555555555558,-0.012195121951219523,0.0
2013-02-28,Garfield,6480,9045,9786,25311,1233,1605,4016,6854,32165,2013,feb,Swing,0.0020102056595021622,0.0024382134545051226,0.0066865548811849695,0.003966522549680773,-0.010433386837881198,-0.01834862385321101,-0.013267813267813233,-0.013954826643648444,9.327778123258135e-05
2013-02-28,Gilpin,1155,948,1371,3474,395,335,745,1475,4949,2013,feb,DEM,-0.002590673575129543,0.0,0.0,-0.0008628127696289623,-0.002525252525252486,0.0,-0.0013404825737265424,-0.0013540961408260443,-0.0010092854259184936
2013-02-28,Grand,1999,3814,2676,8489,770,1084,1737,3591,12080,2013,feb,Swing,0.005533199195171035,0.0031562335612835835,0.014020462296324476,0.0071182821212480984,-0.009009009009009028,-0.017225747960108784,-0.014188422247446097,-0.014003294892915963,0.0007455886007787793
2013-02-28,Gunnison,2768,2511,3764,9043,525,547,1507,2579,11622,2013,feb,DEM,-0.0003611412062116681,0.0043999999999999595,0.009385894341646495,0.0050011113580796795,-0.013157894736842146,-0.010849909584086825,-0.008552631578947367,-0.00998080614203456,0.0016375075411532158
2013-02-28,Denver,162747,52826,104625,320198,49688,21333,60360,131381,451579,2013,feb,DEM,0.002803588593399464,0.00303801313940677,0.00773439155477651,0.004448208796034914,-0.009765235760691882,-0.011674774148714429,-0.009485050379073767,-0.009947174474947418,0.000217063398016748
2013-02-28,Fremont,4776,10082,6340,21198,1260,1992,3095,6347,27545,2013,feb,REP,-0.0006277463904582614,-0.0003965893317470215,0.014887145829998394,0.004073512694202419,-0.0031645569620253333,-0.010923535253227423,-0.015272033089405057,-0.011524684628562487,0.0004358406276105953
2013-02-28,Delta,3226,8363,4814,16403,865,1597,1987,4449,20852,2013,feb,REP,0.0024860161591049312,0.0002392058366225136,0.009435940448731417,0.0033643259114264357,-0.010297482837528626,-0.01723076923076927,-0.010950721752115533,-0.013087843833185397,-0.0001917913310318653
2013-02-28,Cheyenne,151,765,228,1144,45,118,106,269,1413,2013,feb,REP,0.0,0.003937007874015741,0.0,0.002629272567922891,0.0,-0.024793388429752095,-0.009345794392523366,-0.0146520146520146,-0.0007072135785006761
2013-02-28,Crowley,407,853,302,1562,125,133,190,448,2010,2013,feb,REP,0.014962593516209433,0.004711425206124886,0.023728813559322104,0.011003236245954673,-0.038461538461538436,-0.05673758865248224,-0.015544041450777257,-0.03448275862068961,0.0004977600796416404
2013-02-28,Costilla,1402,272,273,1947,414,134,228,776,2723,2013,feb,DEM,0.0028612303290413976,0.0,0.011111111111111072,0.0036082474226803996,-0.016627078384798155,-0.014705882352941124,-0.008695652173912993,-0.013977128335451061,-0.0014668133480014722
2013-02-28,Conejos,2187,1604,464,4255,609,332,318,1259,5514,2013,feb,DEM,0.001832340815391742,0.004383218534752764,0.013100436681222627,0.004011326097215662,-0.04245283018867929,-0.0674157303370787,-0.059171597633136064,-0.05338345864661653,-0.00969827586206895
2013-02-28,Clear Creek,1929,1861,2133,5923,445,487,946,1878,7801,2013,feb,DEM,0.006784968684759862,0.013616557734204893,0.02302158273381294,0.0147335960253554,-0.026258205689277947,-0.01814516129032262,-0.011494252873563204,-0.01675392670157072,0.006970440170388503
2013-02-28,Huerfano,1898,1002,901,3801,439,265,413,1117,4918,2013,feb,DEM,0.0005271481286241997,0.0020000000000000018,0.0011111111111110628,0.0010534632604688454,-0.14922480620155043,-0.12251655629139069,-0.10606060606060608,-0.12734374999999998,-0.03131770730746508
2013-02-28,Chaffee,3012,4245,3512,10769,499,677,1189,2365,13134,2013,feb,Swing,0.0073578595317724815,0.004733727810650956,0.005439450329229878,0.005696675382891314,-0.049523809523809526,-0.0369843527738265,-0.011637572734829571,-0.02714932126696834,-0.000380546464723297
2013-02-28,Broomfield,10200,11407,12179,33786,1910,1940,3783,7633,41419,2013,feb,DEM,0.0007849293563579884,0.0014046176806250532,0.002964671003870434,0.0017790428749333564,-0.0026109660574412663,-0.004617752693689026,-0.004997369805365581,-0.004304722149752194,0.000652299961345193
2013-02-28,Boulder,80252,36396,67544,184192,18778,9972,29622,58372,242564,2013,feb,DEM,0.0025234228607120546,0.003667650221989449,0.006451997437081802,0.004187020237264472,-0.013553267493170873,-0.016471052372028838,-0.011413696435722875,-0.012969444867177327,4.1226403038052695e-06
2013-02-28,Bent,759,777,481,2017,257,176,350,783,2800,2013,feb,Swing,0.005298013245033095,-0.0012853470437017567,0.006276150627614996,0.002983590253605062,-0.01908396946564883,-0.027624309392265234,-0.008498583569405138,-0.01633165829145733,-0.0024937655860348684
