Date,County,Active Dem,Active Rep,Active Uaf,Total Active,Inactive Dem,Inactive Rep,Inactive Uaf,Total Inactive,Grand Total,Year,Month,Label,Active Dem_change,Active Rep_change,Active Uaf_change,Total Active_change,Inactive Dem_change,Inactive Rep_change,Inactive Uaf_change,Total Inactive_change,Grand Total_change
2014-09-28,Summit,4959,4194,8292,17445,2155,1769,4404,8328,25773,2014,sept,DEM,0.0010092854259184936,-0.0026159334126040212,-0.000723065798987732,-0.0006874033339061558,0.2781731909845788,0.24753173483779967,0.2507810281170122,0.25705660377358486,0.0702184203969769
2014-09-28,Sedgwick,266,870,370,1506,19,82,70,171,1677,2014,sept,REP,0.0,0.00694444444444442,0.024930747922437657,0.010060362173038184,0.05555555555555558,-0.046511627906976716,0.01449275362318847,-0.011560693641618491,0.0078125
2014-09-28,San Miguel,2032,829,1899,4760,631,288,811,1730,6490,2014,sept,DEM,0.0019723865877712132,0.01593137254901955,0.017139796464916923,0.010401188707280795,0.027687296416938123,0.02857142857142847,0.018844221105527748,0.023668639053254337,0.013904077487892463
2014-09-28,San Juan,165,139,290,594,34,26,51,111,705,2014,sept,DEM,0.03125,0.022058823529411686,0.0034602076124568004,0.01538461538461533,0.0,0.0,0.0,0.0,0.012931034482758674
2014-09-28,Saguache,1615,774,1093,3482,311,153,307,771,4253,2014,sept,DEM,0.0006195786864930941,0.0117647058823529,0.021495327102803774,0.00956799072194836,-0.015822784810126556,-0.02547770700636942,-0.006472491909385147,-0.014066496163682829,0.005199716379106656
2014-09-28,Routt,4303,4461,6322,15086,988,912,1548,3448,18534,2014,sept,DEM,0.007492390540857041,0.011794057609435304,0.014116137311517507,0.011532787984444237,-0.011011011011010985,-0.015118790496760237,0.001293661060802087,-0.006626332469029106,0.00810443296165353
2014-09-28,Rio Grande,2041,2694,1678,6413,401,468,415,1284,7697,2014,sept,Swing,0.0029484029484030394,0.009745127436281864,0.010234798314268545,0.007699560025141494,0.0,-0.03105590062111796,0.022167487684729092,-0.0046511627906976605,0.00561797752808979
2014-09-28,Pueblo,39869,22642,27876,90387,6863,3941,7470,18274,108661,2014,sept,DEM,0.007632623145550577,0.01062310301731828,0.02398706975719067,0.0133753391483733,0.06419599937974874,0.056568364611260025,0.08559802354308976,0.07116060961313009,0.022653264818265573
2014-09-28,Prowers,1322,2700,1772,5794,226,397,410,1033,6827,2014,sept,REP,-0.0007558578987150177,0.0003705075954056891,0.008537279453614044,0.0025956047759128076,0.07619047619047614,0.1507246376811595,0.09042553191489366,0.10955961331901176,0.017436661698956746
2014-09-28,Pitkin,4093,2061,5787,11941,1240,798,1402,3440,15381,2014,sept,DEM,0.011616411270390481,0.012776412776412727,0.009771418600593273,0.010921097189299012,-0.02515723270440251,-0.01115241635687736,-0.006378454996456395,-0.014326647564469885,0.00516272382695071
2014-09-28,Phillips,465,1510,688,2663,106,258,221,585,3248,2014,sept,REP,0.004319654427645814,0.001990710019907027,0.008797653958944274,0.004147812971342368,-0.036363636363636376,-0.01526717557251911,-0.0045045045045044585,-0.015151515151515138,0.0006161429451632117
2014-09-28,Park,2190,4547,4073,10810,456,797,925,2178,12988,2014,sept,Swing,0.0036663611365719273,0.003531229309203354,0.013688402190144444,0.007361848849128716,-0.015118790496760237,-0.023284313725490224,0.005434782608695565,-0.009549795361528002,0.004485692188708423
2014-09-28,Ouray,941,1305,1227,3473,175,299,312,786,4259,2014,sept,DEM,0.021715526601520097,0.005392912172573094,0.02335279399499579,0.016091281451140915,-0.05405405405405406,-0.022875816993464082,-0.00952380952380949,-0.02481389578163773,0.008285984848484862
2014-09-28,Otero,3343,3633,2952,9928,403,351,481,1235,11163,2014,sept,Swing,0.0008982035928144505,0.0022068965517241246,0.008541168431841495,0.003639304488475492,0.0,-0.0028409090909090606,0.016913319238900604,0.005700325732898914,0.003866906474820242
2014-09-28,Rio Blanco,340,2541,786,3667,75,359,304,738,4405,2014,sept,REP,0.011904761904761862,0.0027624309392264568,0.005115089514066584,0.0041073384446879135,0.027397260273972712,0.04664723032069973,0.10144927536231885,0.06647398843930641,0.014042357274401507
2014-09-28,Teller,2520,7296,5166,14982,431,1126,912,2469,17451,2014,sept,REP,0.0023866348448686736,0.004267033723331037,0.010958904109588996,0.006246222043118976,0.051219512195122,-0.008802816901408494,0.07420494699646651,0.030897703549060518,0.00966211525109939
2014-09-28,Morgan,2799,5588,4551,12938,503,676,933,2112,15050,2014,sept,REP,0.0050269299820466795,0.007391382729403206,0.01516841400847646,0.009598127194693662,0.03073770491803285,0.04643962848297223,0.036666666666666625,0.03834808259587019,0.013536265068354814
2014-09-28,Kit Carson,618,2436,1170,4224,145,361,355,861,5085,2014,sept,REP,0.004878048780487809,0.006611570247933907,0.011235955056179803,0.007633587786259444,-0.02684563758389258,-0.03475935828877008,-0.0273972602739726,-0.030405405405405372,0.0009842519685039353
2014-09-28,La Plata,10060,10301,12066,32427,3044,2840,4259,10143,42570,2014,sept,DEM,0.01677784515868197,0.008616469205914079,0.03295950689153315,0.020101925254813136,-0.025296189561319293,-0.007686932215234088,-0.014804533888503335,-0.016006984866123397,0.01125997719498284
2014-09-28,Lake,1649,723,1100,3472,488,248,756,1492,4964,2014,sept,DEM,0.0018226002430132837,0.0,0.023255813953488413,0.008130081300812941,0.08928571428571419,0.12217194570135748,0.07845934379457908,0.089051094890511,0.031159119235562915
2014-09-28,Larimer,52420,66544,80310,199274,8960,8711,16150,33821,233095,2014,sept,DEM,0.013495224469278089,0.011184050571359183,0.02053523775637278,0.015543460534898967,-0.026615969581749055,-0.02833240379252644,-0.013740458015267132,-0.020958170502243467,0.010079343412676689
2014-09-28,Las Animas,4068,1898,1870,7836,837,696,697,2230,10066,2014,sept,Swing,0.0022172949002217113,0.006362672322375307,0.015752308527973824,0.006421782686873767,-0.015294117647058791,-0.012765957446808529,-0.004285714285714337,-0.011086474501108667,0.0024897918534010355
2014-09-28,Lincoln,413,1516,655,2584,89,180,188,457,3041,2014,sept,REP,-0.004819277108433773,0.0033090668431501324,0.003062787136294043,0.0019387359441644936,0.17105263157894735,0.09090909090909083,0.1823899371069182,0.14250000000000007,0.020812353138637052
2014-09-28,Jefferson,102795,111903,132542,347240,22509,21508,29479,73496,420736,2014,sept,DEM,0.00933781076941198,0.005860621477559835,0.015134108420262526,0.010414332729055564,-0.025753116343490312,-0.018392588197708948,-0.01229645513636668,-0.018233793296910328,0.00529004448989534
2014-09-28,Mesa,15746,35969,29130,80845,5450,10501,11840,27791,108636,2014,sept,REP,0.005877092117030802,0.0046364829762868265,0.00911074929850697,0.006486230765400114,-0.015356820234869062,-0.014083184677495031,-0.010116211019145505,-0.012647884321597358,0.0015211439002129623
2014-09-28,Mineral,306,251,149,706,44,36,21,101,807,2014,sept,Swing,0.003278688524590123,0.04583333333333339,0.02758620689655178,0.023188405797101463,-0.022222222222222254,-0.23404255319148937,-0.045454545454545414,-0.11403508771929827,0.003731343283582156
2014-09-28,Moffat,840,3860,2145,6845,425,1039,1107,2571,9416,2014,sept,REP,0.004784688995215225,0.0020768431983384517,0.007515265382808778,0.004107378612292711,-0.0139211136890951,-0.0076408787010505685,-0.008064516129032251,-0.008866615265998412,0.0005312931675698351
2014-09-28,Montezuma,3222,6934,4776,14932,904,1377,1355,3636,18568,2014,sept,Swing,0.006246096189881367,0.0026026604973974354,0.006321112515802696,0.00457481162540363,0.09178743961352653,0.06332046332046337,0.11430921052631571,0.08894878706199472,0.02005163983958691
2014-09-28,Montrose,4120,10679,7690,22489,596,1331,1620,3547,26036,2014,sept,REP,0.003898635477582957,0.00631360723709018,0.011176857330703394,0.00752654450965462,-0.013245033112582738,-0.02204261572373256,-0.013998782714546576,-0.016906873614190743,0.004126653553935711
2014-09-28,Logan,1889,5349,3374,10612,355,674,795,1824,12436,2014,sept,REP,0.0010598834128245915,0.008104033169996194,0.013213213213213226,0.008457664164211787,-0.02472527472527475,-0.013177159590043952,-0.00996264009962644,-0.014054054054054022,0.005091731997090454
2014-10-28,Denver,171493,55845,134145,361483,45900,19838,49108,114846,476329,2014,oct,DEM,0.027439444501027532,0.026637988087359288,0.0473695716672653,0.03462063557029893,-0.06054279749478075,-0.050767979329154556,-0.03962138694410766,-0.05000372236146611,0.01286685747579086
2014-10-28,Dolores,371,621,410,1402,48,65,116,229,1631,2014,oct,REP,-0.0026881720430107503,-0.004807692307692291,-0.0024330900243308973,-0.003553660270078196,-0.020408163265306145,-0.015151515151515138,0.0,-0.008658008658008698,-0.004273504273504258
2014-10-28,Douglas,37912,90872,62619,191403,7437,15355,13057,35849,227252,2014,oct,Swing,0.015509067045241576,0.016852046639661555,0.02251796211626389,0.018431512352412138,-0.04543704274162497,-0.040072518129532386,-0.024286354804961885,-0.03551346552234391,0.009524317216624834
2014-10-28,Eagle,7417,7332,11896,26645,1681,1517,3487,6685,33330,2014,oct,DEM,0.01979925752784273,0.019182652210175233,0.031385469048031966,0.024768278143148414,-0.049745618993781826,-0.04229797979797978,-0.034874065873235494,-0.04033878840080396,0.011011011011011096
2014-10-28,El Paso,71536,148173,125054,344763,19884,26543,35702,82129,426892,2014,oct,Swing,0.023141394204639676,0.019955394633588863,0.04123161978984524,0.028240887102065626,-0.04348662690013472,-0.05510661777793602,-0.03643528014682074,-0.044244801061316674,0.013453617425366549
2014-10-28,Elbert,2154,8988,5278,16420,360,1197,844,2401,18821,2014,oct,REP,0.010793054903801114,0.022176731490958668,0.021284829721362142,0.0203827989062888,-0.034852546916890104,-0.05970149253731338,-0.027649769585253448,-0.04494828957836117,0.011555412232613138
2014-10-28,Grand,2024,4104,3433,9561,453,600,977,2030,11591,2014,oct,Swing,0.005464480874316946,0.009097614949594268,0.02385923053981509,0.013569384077175783,0.06338028169014076,0.08303249097472931,0.10146561443066515,0.08730583824317084,0.025752212389380524
2014-10-28,Garfield,6709,9225,12429,28363,1059,1588,2515,5162,33525,2014,oct,Swing,0.023962148962148877,0.020238885202388923,0.022205773501110304,0.021979605808380986,-0.09254498714652959,-0.06971294669009964,-0.030828516377649273,-0.05613457670506494,0.009120462344229807
2014-10-28,Gilpin,1214,1129,1724,4067,160,131,303,594,4661,2014,oct,DEM,0.015050167224080369,0.016201620162016095,0.041691842900302145,0.026501766784452263,0.21212121212121215,0.14912280701754388,0.18823529411764706,0.18562874251497008,0.044364777055792004
2014-10-28,Gunnison,2820,2573,4450,9843,618,577,1292,2487,12330,2014,oct,DEM,0.030701754385964897,0.029199999999999893,0.02937774693499895,0.02971022073438645,-0.0964912280701754,-0.08121019108280259,-0.04579025110782864,-0.06714178544636162,0.008588957055214674
2014-10-28,Hinsdale,106,417,149,672,6,47,16,69,741,2014,oct,Swing,0.00952380952380949,0.007246376811594235,0.0,0.0059880239520957446,0.0,-0.06000000000000005,-0.05882352941176472,-0.0547945205479452,0.0
2014-10-28,Huerfano,2022,1085,1041,4148,317,225,338,880,5028,2014,oct,DEM,0.013026052104208485,0.035305343511450316,0.032738095238095344,0.023692003948667217,-0.03647416413373861,-0.09999999999999998,-0.03428571428571425,-0.052744886975242156,0.009435856253764197
2014-10-28,Fremont,5116,10969,8613,24698,793,1363,1598,3754,28452,2014,oct,REP,0.008277493102089029,0.01190036900369007,0.028172376745851713,0.01675517681445804,-0.049160671462829764,-0.05805114029025571,-0.038507821901323736,-0.04793304590413394,0.00772118722108095
2014-10-28,Jackson,114,694,166,974,21,114,44,179,1153,2014,oct,REP,-0.008695652173912993,0.0028901734104045396,0.0573248407643312,0.010373443983402453,-0.045454545454545414,-0.017241379310344862,-0.022222222222222254,-0.021857923497267784,0.005231037489102031
2014-10-28,Adams,74967,54267,83237,212471,17679,11737,20113,49529,262000,2014,oct,DEM,0.020848085407702,0.02243952068731625,0.02694533206667238,0.023635969455351402,-0.05206434316353892,-0.0587055898628599,-0.032284449576597374,-0.04573916729283467,0.009758428785052509
2014-10-28,Crowley,443,927,423,1793,85,80,96,261,2054,2014,oct,REP,0.0045351473922903285,0.027716186252771724,0.016826923076923128,0.01932916429789655,-0.011627906976744207,-0.19191919191919193,-0.030303030303030276,-0.08098591549295775,0.00538423886441497
2014-10-28,Costilla,1618,322,409,2349,174,79,158,411,2760,2014,oct,DEM,0.0018575851393189957,0.028753993610223683,0.030226700251889227,0.010322580645161228,-0.011363636363636354,-0.024691358024691357,-0.018633540372670843,-0.01674641148325362,0.00619759387531893
2014-10-28,Conejos,2388,1739,706,4833,374,221,170,765,5598,2014,oct,DEM,0.0025188916876575096,0.015771028037383283,0.02765647743813693,0.010876385693369572,-0.03359173126614989,-0.05957446808510636,-0.039548022598870025,-0.04255319148936165,0.003225806451612856
2014-10-28,Clear Creek,1999,1980,2642,6621,311,307,500,1118,7739,2014,oct,DEM,0.012151898734177324,0.00917431192660545,0.02284165698799856,0.015490797546012347,-0.06606606606606602,-0.04361370716510904,-0.049429657794676785,-0.05254237288135588,0.0050649350649349945
2014-10-28,Cheyenne,158,866,287,1311,19,54,47,120,1431,2014,oct,REP,-0.012499999999999956,0.005807200929152101,0.014134275618374659,0.005368098159509227,0.0,-0.018181818181818188,0.0,-0.008264462809917328,0.004210526315789442
2014-10-28,Chaffee,3044,4469,4206,11719,435,557,813,1805,13524,2014,oct,Swing,0.016360601001669473,0.014528944381384745,0.028110486433634785,0.01984161517709504,-0.09751037344398339,-0.07166666666666666,-0.037869822485207094,-0.06331084587441616,0.007899836041138864
2014-10-28,Broomfield,10612,11850,14606,37068,2011,1903,2933,6847,43915,2014,oct,DEM,0.023533950617284027,0.022609596133931653,0.029243886970615085,0.025479292887376603,-0.06941230911614993,-0.07800387596899228,-0.042442050277505694,-0.060510428100987945,0.01105099574076207
2014-10-28,Boulder,79761,35984,76194,191939,21498,10332,29260,61090,253029,2014,oct,DEM,0.022603143670350434,0.015493156483702641,0.030080168719328393,0.02420998708658395,-0.059127314105650086,-0.043599000277700584,-0.03759497418017954,-0.04628834595269693,0.006251565874085818
2014-10-28,Bent,794,857,630,2281,156,111,184,451,2732,2014,oct,Swing,0.017948717948717885,0.016607354685646447,0.04132231404958686,0.023788150807899422,-0.03703703703703709,-0.05932203389830504,-0.016042780748663055,-0.03426124197002145,0.013729128014842384
2014-10-28,Baca,694,1204,629,2527,59,112,109,280,2807,2014,oct,REP,-0.005730659025787954,0.010915197313182246,0.03453947368421062,0.012014417300760805,0.0,-0.042735042735042694,-0.018018018018018056,-0.024390243902439046,0.008261494252873591
2014-10-28,Archuleta,1799,3915,2239,7953,436,706,741,1883,9836,2014,oct,Swing,0.010106681639528325,0.00746268656716409,0.020975832193342425,0.011832061068702382,-0.018018018018018056,-0.020804438280166426,-0.018543046357615944,-0.019270833333333348,0.00572597137014319
2014-10-28,Arapahoe,107263,102187,122100,331550,21795,14258,21361,57414,388964,2014,oct,DEM,0.024274023357301777,0.017879910749860617,0.03112807607208601,0.02479854849827068,-0.06811185223191385,-0.07252975996877642,-0.035359465317919114,-0.05731877514161399,0.011788820909809816
2014-10-28,Alamosa,2983,2280,2322,7585,527,340,586,1453,9038,2014,oct,DEM,0.008792695299289832,0.010638297872340496,0.014860139860139787,0.01119850686575119,-0.05215827338129497,-0.05555555555555558,-0.034596375617792385,-0.045961917268548924,0.00155141843971629
2014-10-28,Jefferson,104596,113295,136055,353946,21500,20611,28509,70620,424566,2014,oct,DEM,0.017520307407947966,0.012439344789684004,0.026504806023750938,0.019312291210690002,-0.0448265138389089,-0.04170541193974331,-0.03290477967366601,-0.03913138129966254,0.009103095527836835
2014-10-28,Custer,447,1978,712,3137,61,178,137,376,3513,2014,oct,REP,0.006756756756756799,0.004060913705583813,0.03039073806078152,0.010305958132045046,-0.06153846153846154,-0.048128342245989275,-0.035211267605633756,-0.045685279187817285,0.004001143183766764
2014-10-28,Kiowa,169,550,234,953,16,39,37,92,1045,2014,oct,REP,0.0,0.0185185185185186,0.03539823008849563,0.019251336898395754,-0.05882352941176472,-0.0714285714285714,-0.02631578947368418,-0.05154639175257736,0.012596899224806224
2014-10-28,Delta,3268,8507,5914,17689,658,1361,1413,3432,21121,2014,oct,REP,0.012078042737689643,0.012617545530293928,0.034458632149728885,0.019715224534501585,-0.04637681159420293,-0.05617198335644935,-0.03615279672578442,-0.04613674263479706,0.008402960133683468
2014-10-28,La Plata,10280,10485,12334,33099,2870,2719,4099,9688,42787,2014,oct,DEM,0.021868787276341894,0.017862343461799934,0.022211171887949632,0.020723471181422815,-0.05716162943495395,-0.0426056338028169,-0.037567504108945715,-0.044858523119392646,0.005097486492835257
2014-10-28,Yuma,832,2986,1572,5390,138,349,330,817,6207,2014,oct,REP,0.00848484848484854,0.01357773251866945,0.01484828921885084,0.013157894736842035,-0.0482758620689655,-0.030555555555555558,-0.0060240963855421326,-0.02389486260453999,0.008120838070488912
2014-10-28,Weld,32685,53933,55295,141913,6473,7299,11312,25084,166997,2014,oct,Swing,0.023100760634801487,0.02217462994901731,0.047293458085533535,0.0320344998109201,-0.06769408036871671,-0.06769702388555376,-0.03907577302072718,-0.055003013863773376,0.017951625094482226
2014-10-28,Washington,277,2097,516,2890,58,192,140,390,3280,2014,oct,REP,0.0072727272727273196,0.008658008658008587,0.0078125,0.008374040474528943,-0.033333333333333326,-0.035175879396984966,-0.014084507042253502,-0.027431421446383997,0.003979185797367668
2014-10-28,Teller,2567,7486,5378,15431,398,1027,867,2292,17723,2014,oct,REP,0.018650793650793585,0.02604166666666674,0.04103755323267522,0.02996929648912028,-0.07656612529002316,-0.08792184724689167,-0.049342105263157854,-0.07168894289185901,0.015586499341011972
2014-10-28,Summit,5088,4254,8479,17821,2061,1690,4320,8071,25892,2014,oct,DEM,0.026013309134906182,0.014306151645207432,0.022551857211770443,0.021553453711665282,-0.043619489559164726,-0.04465799886941779,-0.019073569482288777,-0.03085975024015375,0.004617235090986771
2014-10-28,Sedgwick,270,876,380,1526,16,75,67,158,1684,2014,oct,REP,0.015037593984962516,0.006896551724137945,0.027027027027026973,0.013280212483399723,-0.1578947368421053,-0.08536585365853655,-0.042857142857142816,-0.07602339181286555,0.004174120453190211
2014-10-28,San Miguel,2073,838,1954,4865,598,283,795,1676,6541,2014,oct,DEM,0.020177165354330784,0.010856453558504287,0.028962611901000468,0.022058823529411686,-0.05229793977812991,-0.01736111111111116,-0.019728729963008673,-0.031213872832369982,0.007858243451463798
2014-10-28,San Juan,167,141,299,607,33,24,49,106,713,2014,oct,DEM,0.0121212121212122,0.014388489208633004,0.03103448275862064,0.02188552188552184,-0.02941176470588236,-0.07692307692307687,-0.039215686274509776,-0.04504504504504503,0.01134751773049647
2014-10-28,Saguache,1632,784,1141,3557,299,140,299,738,4295,2014,oct,DEM,0.010526315789473717,0.012919896640826822,0.043915827996340306,0.02153934520390588,-0.03858520900321538,-0.08496732026143794,-0.026058631921824116,-0.04280155642023342,0.009875382083235351
2014-10-28,Routt,4380,4521,6440,15341,914,860,1512,3286,18627,2014,oct,DEM,0.017894492214733937,0.01344989912575656,0.018664979436887164,0.016903088956648604,-0.0748987854251012,-0.05701754385964908,-0.023255813953488413,-0.04698375870069604,0.00501780511492389
2014-10-28,Rio Grande,2054,2723,1709,6486,387,449,404,1240,7726,2014,oct,Swing,0.006369426751592355,0.010764662212323639,0.018474374255065484,0.01138312802120689,-0.034912718204488824,-0.040598290598290565,-0.026506024096385583,-0.034267912772585674,0.003767701701961723
2014-10-28,Rio Blanco,343,2569,806,3718,73,343,298,714,4432,2014,oct,REP,0.008823529411764675,0.011019283746556363,0.025445292620865034,0.013907826561221803,-0.026666666666666616,-0.04456824512534818,-0.019736842105263164,-0.03252032520325199,0.006129398410896769
2014-10-28,Pueblo,40238,22936,28598,91772,6539,3753,7254,17546,109318,2014,oct,DEM,0.00925531114399658,0.012984718664428962,0.025900416128569415,0.015322999988936381,-0.0472096750692117,-0.04770362852068,-0.028915662650602414,-0.03983802123235203,0.006046327569229071
2014-10-28,Prowers,1335,2759,1824,5918,215,359,399,973,6891,2014,oct,REP,0.009833585476550777,0.02185185185185179,0.02934537246049662,0.021401449775629855,-0.04867256637168138,-0.09571788413098237,-0.02682926829268295,-0.05808325266214909,0.009374542258678842
2014-10-28,Pitkin,4142,2098,5541,11781,1230,795,1751,3776,15557,2014,oct,DEM,0.011971658929880391,0.017952450266860653,-0.042509072058061204,-0.013399212796248228,-0.008064516129032251,-0.003759398496240629,0.2489300998573467,0.0976744186046512,0.011442689031922582
2014-10-28,Kit Carson,622,2456,1179,4257,141,350,350,841,5098,2014,oct,REP,0.006472491909385036,0.008210180623973828,0.007692307692307665,0.0078125,-0.02758620689655178,-0.030470914127423865,-0.014084507042253502,-0.023228803716608626,0.0025565388397246203
2014-10-28,Park,2214,4630,4157,11001,431,748,882,2061,13062,2014,oct,Swing,0.010958904109588996,0.018253793710138577,0.02062361895408782,0.01766882516188706,-0.054824561403508776,-0.06148055207026348,-0.046486486486486456,-0.05371900826446285,0.005697566984909086
2014-10-28,Phillips,466,1526,700,2692,105,255,218,578,3270,2014,oct,REP,0.0021505376344086446,0.01059602649006619,0.01744186046511631,0.010889973713856582,-0.009433962264150941,-0.011627906976744207,-0.013574660633484115,-0.011965811965811923,0.0067733990147782475
2014-10-28,Larimer,53772,67904,82925,204601,8192,8100,15311,31603,236204,2014,oct,DEM,0.025791682563906848,0.020437605193556196,0.032561324866143604,0.026732037295382316,-0.08571428571428574,-0.07014120078062225,-0.05195046439628481,-0.06558055645900474,0.01333790943606683
2014-10-28,Las Animas,4097,1958,1931,7986,821,670,680,2171,10157,2014,oct,Swing,0.007128810226155302,0.03161222339304537,0.03262032085561506,0.019142419601837712,-0.019115890083632014,-0.03735632183908044,-0.024390243902439046,-0.026457399103139045,0.009040333796940248
2014-10-28,Lincoln,415,1533,682,2630,84,168,182,434,3064,2014,oct,REP,0.004842615012106588,0.01121372031662271,0.04122137404580162,0.017801857585139302,-0.0561797752808989,-0.06666666666666665,-0.03191489361702127,-0.05032822757111599,0.007563301545544299
2014-10-28,Logan,1896,5406,3414,10716,332,630,777,1739,12455,2014,oct,REP,0.0037056643726840477,0.010656197420078506,0.011855364552459946,0.009800226159065284,-0.06478873239436622,-0.06528189910979232,-0.02264150943396226,-0.04660087719298245,0.0015278224509489569
2014-10-28,Mesa,15959,36534,29662,82155,5281,10096,11602,26979,109134,2014,oct,REP,0.013527245014606892,0.01570797075259245,0.018262959148644065,0.016203846867462346,-0.031009174311926624,-0.03856775545186175,-0.020101351351351382,-0.02921809218811844,0.004584115762730656
2014-10-28,Lake,1679,749,1196,3624,471,238,719,1428,5052,2014,oct,DEM,0.0181928441479684,0.03596127247579539,0.08727272727272717,0.04377880184331806,-0.0348360655737705,-0.040322580645161255,-0.04894179894179895,-0.04289544235924936,0.017727639000805873
2014-10-28,Moffat,856,3910,2198,6964,411,1004,1096,2511,9475,2014,oct,REP,0.01904761904761898,0.012953367875647714,0.024708624708624782,0.01738495252008776,-0.03294117647058825,-0.03368623676612126,-0.009936766034327027,-0.023337222870478458,0.006265930331350811
2014-10-28,Montezuma,3256,6983,4813,15052,886,1357,1373,3616,18668,2014,oct,Swing,0.01055245189323406,0.007066628208826087,0.007747068676716928,0.008036431824270052,-0.019911504424778736,-0.014524328249818419,0.013284132841328455,-0.005500550055005493,0.005385609651012535
2014-10-28,Montrose,4178,10879,7881,22938,572,1250,1570,3392,26330,2014,oct,REP,0.014077669902912593,0.018728345350688347,0.024837451235370622,0.01996531637689536,-0.04026845637583898,-0.0608564988730278,-0.030864197530864224,-0.04369890047927827,0.01129205715163617
2014-10-28,Morgan,2826,5680,4630,13136,473,613,901,1987,15123,2014,oct,REP,0.009646302250803762,0.01646385110952031,0.01735882223687102,0.015303756376565225,-0.05964214711729621,-0.09319526627218933,-0.03429796355841375,-0.05918560606060608,0.004850498338870413
2014-10-28,Otero,3370,3669,3036,10075,382,324,460,1166,11241,2014,oct,Swing,0.00807657792402039,0.009909165978530199,0.028455284552845628,0.014806607574536557,-0.052109181141439254,-0.07692307692307687,-0.043659043659043606,-0.05587044534412955,0.006987368986831388
2014-10-28,Mineral,313,264,152,729,33,25,20,78,807,2014,oct,Swing,0.02287581699346397,0.05179282868525892,0.020134228187919545,0.03257790368271962,-0.25,-0.3055555555555556,-0.04761904761904767,-0.2277227722772277,0.0
2014-10-28,Ouray,953,1311,1260,3524,167,290,304,761,4285,2014,oct,DEM,0.012752391073326264,0.0045977011494253706,0.02689486552567244,0.014684710624820019,-0.04571428571428571,-0.030100334448160515,-0.02564102564102566,-0.03180661577608146,0.006104719417703741
2014-11-28,Morgan,2751,5614,4340,12705,547,705,1195,2447,15152,2014,nov,REP,-0.026539278131634814,-0.011619718309859195,-0.06263498920086397,-0.03281059683313037,0.15644820295983086,0.15008156606851553,0.3263041065482797,0.23150478107700057,0.0019176089400250174
2014-11-28,Montrose,4083,10735,7455,22273,671,1431,2013,4115,26388,2014,nov,REP,-0.02273815222594544,-0.013236510708704796,-0.05405405405405406,-0.028991193652454395,0.17307692307692313,0.14480000000000004,0.28216560509554145,0.21314858490566047,0.002202810482339501
2014-11-28,Montezuma,3198,6877,4473,14548,954,1462,1727,4143,18691,2014,nov,Swing,-0.017813267813267863,-0.015179722182443123,-0.07064201121961355,-0.03348392240233855,0.07674943566591419,0.07737656595431108,0.2578295702840496,0.14574115044247793,0.001232054853224751
2014-11-28,Moffat,829,3850,1969,6648,440,1068,1323,2831,9479,2014,nov,REP,-0.031542056074766345,-0.01534526854219953,-0.10418562329390357,-0.04537622056289492,0.07055961070559613,0.06374501992031867,0.20711678832116798,0.1274392672242135,0.0004221635883905339
2014-11-28,Mineral,308,263,139,710,36,28,35,99,809,2014,nov,Swing,-0.015974440894568676,-0.0037878787878787845,-0.08552631578947367,-0.026063100137174167,0.09090909090909083,0.1200000000000001,0.75,0.26923076923076916,0.0024783147459728205
2014-11-28,Lincoln,411,1512,635,2558,88,191,230,509,3067,2014,nov,REP,-0.009638554216867434,-0.013698630136986356,-0.06891495601173026,-0.027376425855513253,0.04761904761904767,0.13690476190476186,0.2637362637362637,0.17281105990783407,0.000979112271540572
2014-11-28,Logan,1865,5342,3222,10429,361,703,975,2039,12468,2014,nov,REP,-0.016350210970464185,-0.011838697743248194,-0.05623901581722324,-0.026782381485628948,0.08734939759036142,0.1158730158730159,0.25482625482625476,0.17251293847038518,0.0010437575270976218
2014-11-28,Las Animas,3997,1927,1815,7739,920,715,813,2448,10187,2014,nov,Swing,-0.024408103490358823,-0.015832482124616964,-0.060072501294666014,-0.03092912597044828,0.12058465286236286,0.0671641791044777,0.19558823529411762,0.12759097190234914,0.002953628039775502
2014-11-28,Larimer,53363,67528,79328,200219,8880,8817,19431,37128,237347,2014,nov,DEM,-0.007606189094696125,-0.005537229029217716,-0.043376545070847206,-0.021417295125634728,0.083984375,0.08851851851851844,0.2690875840898701,0.1748251748251748,0.004839037442210925
2014-11-28,Lake,1715,758,1245,3718,436,233,688,1357,5075,2014,nov,DEM,0.021441334127456857,0.012016021361815676,0.04096989966555187,0.02593818984547469,-0.07430997876857748,-0.021008403361344574,-0.04311543810848406,-0.04971988795518212,0.004552652414885117
2014-11-28,Otero,3287,3625,2847,9759,456,379,652,1487,11246,2014,nov,Swing,-0.024629080118694358,-0.011992368492777294,-0.062252964426877444,-0.031364764267990064,0.19371727748691092,0.16975308641975317,0.4173913043478261,0.2753001715265866,0.0004448002846721977
2014-11-28,Mesa,16072,36945,29943,82960,5186,9775,11415,26376,109336,2014,nov,REP,0.0070806441506359175,0.01124979471177534,0.009473400310161084,0.009798551518471088,-0.01798901723158497,-0.03179477020602217,-0.016117910705050864,-0.022350717224507988,0.001850935547125454
