county,apr_2013active_dem,apr_2013active_rep,apr_2013active_uaf,apr_2013total_active,apr_2013inactive_dem,apr_2013inactive_rep,apr_2013inactive_uaf,apr_2013total_inactive,apr_2013grand_total,aug_2013active_dem,aug_2013active_rep,aug_2013active_uaf,aug_2013total_active,aug_2013inactive_dem,aug_2013inactive_rep,aug_2013inactive_uaf,aug_2013total_inactive,aug_2013grand_total,dec_2012active_dem,dec_2012active_rep,dec_2012active_uaf,dec_2012total_active,dec_2012inactive_dem,dec_2012inactive_rep,dec_2012inactive_uaf,dec_2012total_inactive,dec_2012grand_total,feb_2013active_dem,feb_2013active_rep,feb_2013active_uaf,feb_2013total_active,feb_2013inactive_dem,feb_2013inactive_rep,feb_2013inactive_uaf,feb_2013total_inactive,feb_2013grand_total,jan_2013active_dem,jan_2013active_rep,jan_2013active_uaf,jan_2013total_active,jan_2013inactive_dem,jan_2013inactive_rep,jan_2013inactive_uaf,jan_2013total_inactive,jan_2013grand_total,july_2013active_dem,july_2013active_rep,july_2013active_uaf,july_2013total_active,july_2013inactive_dem,july_2013inactive_rep,july_2013inactive_uaf,july_2013total_inactive,july_2013grand_total,june_2013active_dem,june_2013active_rep,june_2013active_uaf,june_2013total_active,june_2013inactive_dem,june_2013inactive_rep,june_2013inactive_uaf,june_2013total_inactive,june_2013grand_total,mar_2013active_dem,mar_2013active_rep,mar_2013active_uaf,mar_2013total_active,mar_2013inactive_dem,mar_2013inactive_rep,mar_2013inactive_uaf,mar_2013total_inactive,mar_2013grand_total,may_2013active_dem,may_2013active_rep,may_2013active_uaf,may_2013total_active,may_2013inactive_dem,may_2013inactive_rep,may_2013inactive_uaf,may_2013total_inactive,may_2013grand_total,nov_2012active_dem,nov_2012active_rep,nov_2012active_uaf,nov_2012total_active,nov_2012inactive_dem,nov_2012inactive_rep,nov_2012inactive_uaf,nov_2012total_inactive,nov_2012grand_total,oct_2013active_dem,oct_2013active_rep,oct_2013active_uaf,oct_2013total_active,oct_2013inactive_dem,oct_2013inactive_rep,oct_2013inactive_uaf,oct_2013total_inactive,oct_2013grand_total,sept_2013active_dem,sept_2013active_rep,sept_2013active_uaf,sept_2013total_active,sept_2013inactive_dem,sept_2013inactive_rep,sept_2013inactive_uaf,sept_2013total_inactive,sept_2013grand_total
Mesa,15252,34909,23935,74096,6124,11205,15601,32930,107026,16635,37352,29197,83184,4714,8785,10772,24271,107455,15484,35395,23731,74610,6142,11086,15671,32899,107509,15579,35579,24202,75360,5836,10589,15104,31529,106889,15484,35443,23893,74820,5911,10704,15278,31893,106713,16800,37804,29539,84143,4552,8342,10400,23294,107437,15290,35026,24334,74650,6060,11089,15473,32622,107272,15604,35674,24467,75745,5783,10476,14976,31235,106980,15283,34994,24190,74467,6087,11132,15524,32743,107210,16394,36840,26784,80018,5214,9607,12496,27317,107335,16768,37669,29881,84318,4523,8350,10371,23244,107562,16702,37549,29624,83875,4612,8537,10540,23689,107564
Mineral,315,255,110,680,69,52,35,156,836,342,274,145,761,43,33,6,82,843,313,254,109,676,70,54,35,159,835,315,256,110,681,69,52,35,156,837,313,254,109,676,70,54,35,159,835,342,274,145,761,43,33,6,82,843,315,257,112,684,69,50,35,154,838,315,255,110,680,69,52,35,156,836,315,257,112,684,69,50,35,154,838,313,254,109,676,71,54,35,160,836,346,276,165,787,43,30,6,79,866,342,275,148,765,43,32,6,81,846
Moffat,836,3809,1766,6411,491,1106,1440,3037,9448,973,4100,2339,7412,340,792,876,2008,9420,833,3799,1698,6330,520,1175,1497,3192,9522,835,3802,1747,6384,494,1125,1451,3070,9454,837,3799,1720,6356,498,1142,1466,3106,9462,984,4147,2371,7502,333,753,844,1930,9432,833,3804,1773,6410,487,1098,1436,3021,9431,834,3812,1757,6403,492,1112,1444,3048,9451,836,3811,1767,6414,489,1100,1438,3027,9441,831,3789,1673,6293,523,1182,1511,3216,9509,973,4117,2391,7481,333,779,862,1974,9455,973,4101,2357,7431,339,785,869,1993,9424
Montezuma,3023,6516,3552,13091,1547,2113,2686,6346,19437,3599,7341,5013,15953,990,1307,1341,3638,19591,2964,6428,3351,12743,1634,2250,2878,6762,19505,2997,6463,3460,12920,1565,2158,2730,6453,19373,2978,6442,3393,12813,1626,2236,2855,6717,19530,3591,7322,4967,15880,992,1312,1351,3655,19535,3047,6539,3634,13220,1531,2086,2664,6281,19501,3014,6498,3511,13023,1555,2122,2707,6384,19407,3036,6526,3589,13151,1541,2098,2676,6315,19466,3080,6629,3768,13477,1518,2035,2388,5941,19418,3616,7343,5087,16046,981,1299,1331,3611,19657,3606,7344,5052,16002,988,1303,1335,3626,19628
Montrose,4007,10271,6681,20959,775,1485,2526,4786,25745,4362,10799,8051,23212,415,962,1290,2667,25879,3960,10213,6432,20605,1135,2259,3416,6810,27415,4000,10252,6609,20861,787,1515,2574,4876,25737,3985,10227,6546,20758,813,1561,2628,5002,25760,4401,10950,8149,23500,372,796,1158,2326,25826,4000,10284,6777,21061,772,1458,2498,4728,25789,3999,10252,6638,20889,780,1497,2548,4825,25714,3997,10281,6735,21013,775,1470,2505,4750,25763,3957,10207,6394,20558,1151,2293,3450,6894,27452,4353,10811,8131,23295,397,908,1242,2547,25842,4359,10788,8076,23223,405,915,1252,2572,25795
Morgan,2630,5276,3450,11356,821,1156,1940,3917,15273,3026,5768,4592,13386,426,659,879,1964,15350,2584,5216,3331,11131,865,1224,2014,4103,15234,2616,5262,3409,11287,837,1184,1968,3989,15276,2598,5231,3387,11216,858,1210,1990,4058,15274,3056,5804,4614,13474,399,626,841,1866,15340,2641,5290,3491,11422,816,1138,1931,3885,15307,2619,5264,3429,11312,828,1172,1952,3952,15264,2637,5288,3472,11397,819,1144,1933,3896,15293,2697,5315,3654,11666,801,1225,1734,3760,15426,3026,5781,4646,13453,418,649,862,1929,15382,3025,5777,4623,13425,419,653,870,1942,15367
Otero,3035,3429,2151,8615,951,687,1224,2862,11477,3578,3744,2986,10308,392,371,461,1224,11532,3023,3407,2046,8476,1330,994,1719,4043,12519,3025,3410,2094,8529,1303,978,1693,3974,12503,3023,3402,2069,8494,1320,987,1714,4021,12515,3597,3770,2975,10342,373,341,448,1162,11504,3032,3425,2179,8636,943,680,1215,2838,11474,3015,3410,2102,8527,972,705,1244,2921,11448,3034,3435,2175,8644,945,681,1216,2842,11486,2970,3386,1992,8348,1359,1013,1744,4116,12464,3566,3743,3033,10342,382,356,452,1190,11532,3572,3744,3002,10318,389,363,457,1209,11527
Ouray,933,1321,1067,3321,170,289,389,848,4169,981,1384,1236,3601,122,224,254,600,4201,923,1313,1046,3282,195,330,430,955,4237,931,1316,1063,3310,173,293,391,857,4167,931,1317,1059,3307,173,294,393,860,4167,980,1384,1220,3584,123,224,257,604,4188,937,1321,1083,3341,169,288,384,841,4182,933,1319,1067,3319,170,290,390,850,4169,934,1322,1075,3331,169,289,387,845,4176,917,1315,1025,3257,253,401,490,1144,4401,986,1391,1266,3643,122,223,252,597,4240,986,1392,1254,3632,122,224,253,599,4231
Park,2148,4219,3563,9930,605,1005,1514,3124,13054,2371,4561,4257,11189,380,703,922,2005,13194,2111,4166,3417,9694,682,1103,1631,3416,13110,2140,4202,3504,9846,624,1024,1533,3181,13027,2121,4182,3447,9750,643,1051,1574,3268,13018,2398,4568,4260,11226,355,678,896,1929,13155,2155,4234,3625,10014,592,1001,1500,3093,13107,2146,4204,3527,9877,611,1010,1517,3138,13015,2156,4233,3594,9983,596,1001,1505,3102,13085,2100,4144,3359,9603,690,1113,1660,3463,13066,2364,4559,4321,11244,368,690,906,1964,13208,2369,4565,4292,11226,372,697,911,1980,13206
Phillips,412,1372,556,2340,156,352,305,813,3153,472,1523,692,2687,99,208,167,474,3161,406,1366,525,2297,165,361,323,849,3146,406,1369,537,2312,160,358,319,837,3149,407,1369,533,2309,162,357,321,840,3149,473,1525,694,2692,99,208,169,476,3168,413,1384,561,2358,156,349,301,806,3164,410,1370,550,2330,158,354,309,821,3151,413,1375,559,2347,156,351,302,809,3156,405,1368,524,2297,166,363,325,854,3151,475,1544,702,2721,99,207,163,469,3190,475,1538,701,2714,99,207,164,470,3184
Pitkin,3922,1952,4581,10455,1236,834,2225,4295,14750,4318,2182,5494,11994,845,599,1389,2833,14827,3880,1918,4405,10203,1358,887,2454,4699,14902,3907,1935,4520,10362,1247,841,2260,4348,14710,3900,1926,4493,10319,1343,883,2428,4654,14973,4310,2182,5465,11957,845,599,1391,2835,14792,3931,1961,4640,10532,1221,826,2195,4242,14774,3912,1938,4547,10397,1237,841,2239,4317,14714,3930,1951,4614,10495,1227,831,2202,4260,14755,3964,1989,4714,10667,1271,821,2163,4255,14922,4328,2183,5563,12074,842,590,1381,2813,14887,4313,2181,5531,12025,844,593,1390,2827,14852
Prowers,1252,2411,1434,5097,382,544,833,1759,6856,1481,2706,1968,6155,143,256,326,725,6880,1220,2395,1386,5001,529,791,1049,2369,7370,1247,2407,1410,5064,389,554,845,1788,6852,1241,2399,1407,5047,396,567,847,1810,6857,1478,2689,1944,6111,143,259,327,729,6840,1248,2411,1443,5102,378,539,825,1742,6844,1253,2407,1432,5092,384,546,837,1767,6859,1253,2414,1441,5108,379,541,831,1751,6859,1215,2375,1359,4949,539,805,1060,2404,7353,1475,2717,2002,6194,142,253,324,719,6913,1480,2704,1982,6166,143,256,326,725,6891
Pueblo,38076,21016,21461,80553,10655,5540,13024,29219,109772,42363,22917,28049,93329,6207,3872,7166,17245,110574,37787,20764,20513,79064,12998,6975,15991,35964,115028,37992,20892,20999,79883,10845,5667,13203,29715,109598,37957,20832,20828,79617,10973,5743,13341,30057,109674,42531,23147,28193,93871,6067,3642,6867,16576,110447,38133,21182,22066,81381,10520,5473,12873,28866,110247,38000,20919,21137,80056,10769,5627,13156,29552,109608,38110,21115,21810,81035,10559,5501,12941,29001,110036,39895,21595,23914,85404,10901,6146,12484,29531,114935,42401,23057,28501,93959,6060,3763,6997,16820,110779,42434,23048,28332,93814,6118,3802,7055,16975,110789
Rio Blanco,355,2452,672,3479,92,402,434,928,4407,405,2653,917,3975,42,200,206,448,4423,356,2438,645,3439,142,566,609,1317,4756,355,2447,660,3462,94,409,438,941,4403,354,2446,652,3452,96,413,442,951,4403,406,2642,905,3953,42,201,209,452,4405,355,2449,683,3487,92,393,432,917,4404,356,2450,661,3467,92,404,436,932,4399,354,2451,677,3482,92,398,433,923,4405,346,2426,639,3411,146,575,612,1333,4744,394,2641,922,3957,42,195,200,437,4394,401,2645,920,3966,42,195,201,438,4404
Rio Grande,1909,2626,1297,5832,530,587,757,1874,7706,2120,2807,1688,6615,315,401,384,1100,7715,1877,2610,1241,5728,641,712,894,2247,7975,1904,2625,1271,5800,539,596,766,1901,7701,1886,2609,1250,5745,570,625,784,1979,7724,2140,2826,1704,6670,302,384,362,1048,7718,1913,2628,1313,5854,526,582,752,1860,7714,1907,2622,1288,5817,533,589,760,1882,7699,1911,2628,1303,5842,529,583,756,1868,7710,1862,2606,1210,5678,653,721,902,2276,7954,2123,2826,1726,6675,306,378,369,1053,7728,2123,2821,1722,6666,308,380,374,1062,7728
Routt,4215,4257,5409,13881,1078,1068,2232,4378,18259,4608,4675,6488,15771,689,667,1226,2582,18353,4175,4201,5271,13647,1372,1356,2648,5376,19023,4203,4234,5357,13794,1098,1091,2260,4449,18243,4192,4214,5310,13716,1123,1128,2309,4560,18276,4627,4706,6498,15831,664,629,1176,2469,18300,4224,4272,5448,13944,1069,1064,2216,4349,18293,4207,4243,5391,13841,1089,1081,2242,4412,18253,4226,4262,5438,13926,1070,1066,2220,4356,18282,4145,4185,5188,13518,1383,1368,2677,5428,18946,4628,4700,6584,15912,682,664,1211,2557,18469,4621,4685,6545,15851,685,667,1218,2570,18421
Saguache,1526,670,888,3084,404,217,497,1118,4202,1702,754,1163,3619,225,122,227,574,4193,1524,671,837,3032,482,257,551,1290,4322,1529,670,870,3069,408,219,499,1126,4195,1523,670,859,3052,408,219,501,1128,4180,1694,758,1162,3614,223,118,225,566,4180,1527,669,895,3091,391,211,487,1089,4180,1533,671,887,3091,406,219,498,1123,4214,1525,668,892,3085,392,211,487,1090,4175,1507,670,831,3008,489,261,554,1304,4312,1706,762,1184,3652,223,121,224,568,4220,1704,758,1168,3630,223,121,225,569,4199
San Juan,155,118,259,532,31,28,72,131,663,167,135,298,600,18,11,30,59,659,154,115,259,528,32,30,74,136,664,155,118,258,531,32,29,73,134,665,154,115,258,527,32,30,73,135,662,166,136,298,600,19,11,30,60,660,154,118,257,529,31,28,71,130,659,155,118,259,532,31,29,73,133,665,154,118,259,531,31,28,71,130,661,152,113,259,524,32,30,74,136,660,167,139,300,606,18,11,30,59,665,168,136,299,603,18,11,30,59,662
San Miguel,2013,805,1620,4438,677,326,1028,2031,6469,2200,896,1985,5081,491,236,695,1422,6503,2015,800,1583,4398,716,341,1103,2160,6558,2009,807,1607,4423,688,330,1045,2063,6486,2020,801,1590,4411,690,336,1053,2079,6490,2197,894,1984,5075,491,235,687,1413,6488,2020,803,1636,4459,674,325,1023,2022,6481,2013,807,1610,4430,679,328,1038,2045,6475,2016,804,1626,4446,677,325,1026,2028,6474,1986,801,1545,4332,769,350,1168,2287,6619,2219,893,2013,5125,488,236,691,1415,6540,2205,895,1991,5091,489,236,694,1419,6510
Sedgwick,248,841,323,1412,36,87,97,220,1632,280,906,395,1581,5,30,31,66,1647,243,832,302,1377,52,132,125,309,1686,248,837,315,1400,37,88,97,222,1622,247,835,308,1390,37,96,102,235,1625,277,896,389,1562,5,30,31,66,1628,248,842,323,1413,35,86,97,218,1631,249,838,320,1407,36,87,97,220,1627,248,838,321,1407,36,86,97,219,1626,243,826,297,1366,52,138,127,317,1683,282,907,406,1595,5,30,31,66,1661,279,906,400,1585,5,30,31,66,1651
Summit,4830,4036,7369,16235,2185,1952,5236,9373,25608,5443,4600,9120,19163,1643,1435,3643,6721,25884,4714,3946,7045,15705,2273,2074,5474,9821,25526,4804,4017,7254,16075,2223,1993,5332,9548,25623,4781,3990,7191,15962,2254,2040,5409,9703,25665,5414,4594,9065,19073,1641,1433,3629,6703,25776,4857,4068,7455,16380,2164,1929,5171,9264,25644,4820,4027,7316,16163,2213,1977,5293,9483,25646,4849,4059,7428,16336,2169,1934,5181,9284,25620,4826,4080,7522,16428,2131,1911,4964,9006,25434,5491,4626,9228,19345,1639,1425,3618,6682,26027,5451,4617,9176,19244,1645,1432,3631,6708,25952
Teller,2458,7160,4340,13958,539,1181,1538,3258,17216,2767,7739,5411,15917,232,617,566,1415,17332,2427,7095,4176,13698,1153,2438,2718,6309,20007,2445,7131,4264,13840,554,1202,1573,3329,17169,2430,7098,4197,13725,564,1236,1617,3417,17142,2822,7907,5504,16233,172,438,443,1053,17286,2458,7172,4401,14031,539,1175,1534,3248,17279,2458,7161,4312,13931,538,1183,1545,3266,17197,2454,7153,4360,13967,539,1178,1535,3252,17219,2405,7039,4072,13516,1161,2475,2755,6391,19907,2762,7776,5509,16047,224,598,565,1387,17434,2761,7748,5474,15983,227,605,569,1401,17384
Washington,290,1923,469,2682,86,315,226,627,3309,320,2033,579,2932,58,188,138,384,3316,285,1911,448,2644,92,336,237,665,3309,291,1922,463,2676,86,320,230,636,3312,291,1922,459,2672,86,321,230,637,3309,321,2040,579,2940,57,190,134,381,3321,292,1917,480,2689,86,312,225,623,3312,290,1921,466,2677,86,319,227,632,3309,290,1916,469,2675,86,313,226,625,3300,282,1903,445,2630,96,344,241,681,3311,316,2030,583,2929,56,183,137,376,3305,320,2028,582,2930,57,184,137,378,3308
Weld,30717,49067,42312,122096,9061,10679,20884,40624,162720,34008,52615,52571,139194,5694,7137,11454,24285,163479,29922,48170,41430,119522,9740,11748,22603,44091,163613,30586,48870,41631,121087,9141,10858,21220,41219,162306,30192,48432,41503,120127,9297,11148,21698,42143,162270,34039,52722,52370,139131,5639,7011,11349,23999,163130,30719,49140,42816,122675,8964,10558,20669,40191,162866,30624,48956,41942,121522,9111,10761,21020,40892,162414,30767,49127,42657,122551,8995,10612,20765,40372,162923,29483,47744,40319,117546,9938,11974,23019,44931,162477,32978,51238,51359,135575,6745,8677,13437,28859,164434,34066,52761,52961,139788,5641,7060,11375,24076,163864
Yuma,814,2688,1314,4816,246,617,669,1532,6348,899,2901,1627,5427,155,407,382,944,6371,806,2660,1277,4743,255,634,695,1584,6327,812,2672,1288,4772,250,622,687,1559,6331,809,2664,1282,4755,252,625,690,1567,6322,909,2924,1632,5465,150,386,364,900,6365,821,2699,1332,4852,243,612,659,1514,6366,812,2683,1304,4799,247,619,675,1541,6340,819,2692,1321,4832,245,616,662,1523,6355,800,2644,1234,4678,279,702,737,1718,6396,904,2906,1643,5453,150,396,376,922,6375,903,2900,1641,5444,153,401,377,931,6375
